,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CashflowInvestingCashflow,-3964000,-197000,-6906000,-4129000,-4401000,-3711000,-6667000,-1775000,-3849000,-21000,-2061000,-2064000,-3324000,-8714000,-5081000,-8481000,-4362000,-12901000,-2291000,-5627000,-4444000,13214000,-2122000,-1132000,-9473000,-2699000,-26000,-7759000,-4027000,-2384000,-6287000,1507000,-1833000,-5344000,-773000,-1451000,-2581000,-3052000,-1478000,-525000,-2204000,-585000,-2716000,-1047000
CashflowInvestingCashflow_yy,,,,,-11.02,-1783.76,3.46,57.01,12.54,99.43,69.09,-16.28,13.64,-41395.24,-146.53,-310.90,-31.23,-48.05,54.91,33.65,-1.88,202.43,7.38,79.88,-113.16,-120.43,98.77,-585.42,57.49,11.67,-24080.77,119.42,54.48,-124.16,87.70,-196.28,-40.81,42.89,-91.20,63.82,14.61,80.83,-83.76,-99.43
CashflowInvestingCashflow_sy,,,,,-5.21,-5.16,4.10,36.76,72.28,82.14,53.36,15.92,13.64,-96.35,20.27,-90.24,-30.48,11.40,-17.88,52.26,-9.37,41.81,25.64,20.97,-101.32,-3.46,16.70,-18.97,-3.20,8.64,-8.09,-54.14,31.19,7.75,46.11,47.10,-40.81,16.79,-16.18,27.84,-49.03,38.88,-80.65,-76.95
CashflowInvestingCashflow_qq,,95.03,-3405.58,40.21,-6.59,15.68,-79.66,73.38,-116.85,99.45,-9714.29,-0.15,-61.05,-162.15,41.69,-66.92,48.57,-195.76,82.24,-145.61,21.02,397.34,-116.06,46.65,-736.84,71.51,99.04,-29742.31,48.10,40.80,-163.72,123.97,-221.63,-191.54,85.54,-87.71,-77.88,-18.25,51.57,64.48,-319.81,73.46,-364.27,61.45
CashflowInvestingCashflow_sq,,1.12,16.14,-6.41,8.70,7.26,-11.32,-20.44,18.39,67.54,-60.83,18.44,20.91,-11.22,41.69,-136.88,54.20,18.12,1.42,-3.26,11.59,34.06,-86.94,-7.94,7.91,-0.44,6.66,-24.98,-88.90,40.80,1.30,-56.26,39.52,-20.77,-9.90,-87.71,48.22,-18.25,10.78,-8.68,-46.50,36.34,-95.44,21.04
CashflowCapex,139000,86000,6906000,39000,71000,9066000,1523000,6932000,3848000,22000,2111000,2201000,3324000,8714000,4081000,7451000,4519000,11900000,2291000,4092000,2488000,-4692000,1362000,1964000,4875000,10673000,703000,11520000,4042000,1599000,6294000,868000,2260000,4679000,820000,1405000,2586000,3167000,1492000,1011000,2212000,598000,122000,7665000
CashflowCapex_yy,,,,,-48.92,10441.86,-77.95,17674.36,5319.72,-99.76,38.61,-68.25,-13.62,39509.09,93.32,238.53,35.95,36.56,-43.86,-45.08,-44.94,-139.43,-40.55,-52.00,95.94,327.47,-48.38,486.56,-17.09,-85.02,795.31,-92.47,-44.09,192.62,-86.97,61.87,14.42,-32.31,81.95,-28.04,-14.46,-81.12,-91.82,658.16
CashflowCapex_sy,,,,,45.66,-24.32,-21.98,18.10,-78.72,-71.00,-59.17,-68.25,,18.70,-27.65,187.04,-22.68,36.56,10.55,-49.03,6.48,-67.61,-40.55,-30.25,25.48,37.20,-23.53,33.07,45.57,-45.72,14.06,-4.35,-31.19,-4.61,-30.24,-1.52,47.21,9.20,54.83,-8.65,65.50,-15.90,16.42,76.89
CashflowCapex_qq,,-38.13,7930.23,-99.44,82.05,12669.01,-83.20,355.15,-44.49,-99.43,9495.45,4.26,51.02,162.15,-53.17,82.58,-39.35,163.33,-80.75,78.61,-39.20,-288.59,129.03,44.20,148.22,118.93,-93.41,1538.69,-64.91,-60.44,293.62,-86.21,160.37,107.04,-82.47,71.34,84.06,22.47,-52.89,-32.24,118.79,-72.97,-79.60,6182.79
CashflowCapex_sq,,63.69,-28.30,54.34,-20.28,33.08,-66.69,88.18,-77.26,21.23,73.79,-38.24,7.31,9.82,20.78,104.40,-49.46,100.17,-14.51,13.16,-24.34,-36.08,70.39,11.74,-29.17,10.25,-15.34,20.00,15.26,-58.20,100.00,-11.72,-17.64,45.40,-44.78,66.36,-35.44,37.62,-15.56,13.61,32.86,-26.42,5.60,4.34
CashflowFinancingCashflow,5491000,-88000,4715000,-34000,12336000,-431000,4759000,-966000,-545000,2952000,24133000,-127000,4316000,9202000,5650000,6076000,2795000,8169000,837000,3355000,855000,-8282000,-1019000,3681000,12670000,-2031000,-7518000,9654000,3268000,896000,13335000,-4038000,-980000,-11250000,5613000,-3927000,-216000,2020000,-498000,883000,1194000,1075000,6143000,2995000
CashflowFinancingCashflow_yy,,,,,124.66,-389.77,0.93,-2741.18,-104.42,784.92,407.10,86.85,891.93,211.72,-76.59,4884.25,-35.24,-11.23,-85.19,-44.78,-69.41,-201.38,-221.74,9.72,1381.87,75.48,-637.78,162.27,-74.21,144.12,277.37,-141.83,-129.99,-1355.58,-57.91,2.75,77.96,117.96,-108.87,122.49,652.78,-46.78,1333.53,239.18
CashflowFinancingCashflow_sy,,,,,10.98,-118.24,-30.03,-154.02,-20.04,-148.07,5.21,87.50,-2.80,84.88,-80.56,75.40,8.17,-91.32,-83.86,-68.68,-42.76,-24.14,3.28,33.35,-30.56,-79.46,-101.48,-10.06,-51.37,72.33,88.53,-92.27,11.66,-41.22,23.65,66.09,-21.22,30.32,6.02,73.85,26.09,43.56,20.44,40.31
CashflowFinancingCashflow_qq,,-101.60,5457.95,-100.72,36382.35,-103.49,1204.18,-120.30,43.58,641.65,717.51,-100.53,3498.43,113.21,-38.60,7.54,-54.00,192.27,-89.75,300.84,-74.52,-1068.65,87.70,461.24,244.20,-116.03,-270.16,228.41,-66.15,-72.58,1388.28,-130.28,75.73,-1047.96,149.89,-169.96,94.50,1035.19,-124.65,277.31,35.22,-9.97,471.44,-51.25
CashflowFinancingCashflow_sq,,100.86,41.96,-79.54,-58.84,-63.72,114.76,-89.31,32.12,-90.43,133.23,-72.43,-83.83,76.41,85.13,-68.64,-159.46,-0.26,61.02,-16.66,-81.58,43.64,92.04,39.55,-89.85,-11.39,68.08,13.65,-57.25,67.26,64.68,-102.33,17.27,28.53,149.89,-83.86,-106.67,44.35,118.28,-54.64,-100.00,17.86,181.80,-70.21
CashflowShareCapitalCash,5500000,0,,,12665000,34000,,,,,24561000,-1293000,0,0,,,,0,,,0,0,,,13585000,1307000,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_yy,,,,,130.27,,,,-100.00,-100.00,,,,,-100.00,100.00,,,,,,,,,,,,,-100.00,-100.00,,,,,,,,,,,,,,
CashflowShareCapitalCash_sy,,,,,-100.00,,,,,-100.00,,,,,-100.00,100.00,,,,,,,,,,,,,-100.00,-100.00,,,,,,,,,,,,,,
CashflowShareCapitalCash_qq,,-100.00,,,,-99.73,-100.00,,,,,-105.26,100.00,,,,,,,,,,,,,-90.38,-100.00,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sq,,-100.00,,,,0.14,-100.00,,,,,-102.63,100.00,,,,,,,,,,,,,-90.38,-100.00,,,,,,,,,,,,,,,,,
CashflowDividend,,86000,,,,,,,,,,,,,,,0,,,,1169000,0,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_yy,,,,,,-100.00,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,
CashflowDividend_sy,,,,,,113.51,,,,,,,,,,,,,,,,,,,5.89,,,,,,,,,,,,,,,,,,,
CashflowDividend_qq,,,-100.00,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_sq,,,100.00,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,
CashflowNetCashflow,1581000,2458000,-2996000,-1299000,9698000,-1477000,-1453000,1646000,-4614000,5413000,21699000,631000,-5364000,4680000,-5855000,-2354000,-1490000,7264000,-1404000,2134000,-3682000,2414000,-1047000,930000,11612000,615000,-5064000,8299000,1262000,7261000,14259000,-8229000,-884000,4437000,-14615000,-3164000,-4789000,-1743000,-7252000,9344000,-4485000,-1222000,-3524000,34104000
CashflowNetCashflow_yy,,,,,513.41,-160.09,51.50,226.71,-147.58,466.49,1593.39,-61.66,-16.25,-13.54,-126.98,-473.06,72.22,55.21,76.02,190.65,-147.11,-66.77,25.43,-56.42,415.37,-74.52,-383.67,792.37,-89.13,1080.65,381.58,-199.16,-170.05,-38.89,-202.50,61.55,-441.74,-139.28,50.38,395.32,6.35,29.89,51.41,264.98
CashflowNetCashflow_sy,,,,,-80.49,73.12,-6.91,80.35,-133.63,41.38,61.95,48.91,-45.25,65.80,-107.33,-131.75,33.66,101.85,-50.65,93.08,-10.28,10.67,-14.90,63.28,48.32,-78.46,77.69,-57.58,28.39,-66.86,5.68,40.07,17.17,67.67,-28.62,61.55,-119.85,85.92,36.33,67.70,6.35,-29.26,-61.84,49.05
CashflowNetCashflow_qq,,55.47,-221.89,56.64,846.57,-115.23,1.62,213.28,-380.32,217.32,300.87,-97.09,-950.08,187.25,-225.11,59.80,36.70,587.52,-119.33,251.99,-272.54,165.56,-143.37,188.83,1148.60,-94.70,-923.41,263.88,-84.79,475.36,96.38,-157.71,89.26,601.92,-429.39,78.35,-51.36,63.60,-316.06,228.85,-148.00,72.75,-188.38,1067.76
CashflowNetCashflow_sq,,-82.71,-61.47,33.20,89.77,3.22,-155.04,105.93,-80.60,12.59,-109.86,92.50,11.81,38.46,6.10,63.32,68.97,77.12,-161.06,136.39,-42.64,66.22,-88.65,206.04,-21.92,29.96,-131.06,100.61,15.48,-36.70,88.11,112.50,85.54,-1.59,-56.12,133.26,-136.36,154.87,-116.14,138.64,-143.70,113.12,-188.38,139.46
