,2006/Q3,2006/Q4,2007/Q3,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1
CashflowFinancingCashflow_sy,,,-5.88,,,-6.09,,-89.93,-102.90,,91.85,70.06,83.00,55.06,40.38,62.76,-65.74,-43.20,438.69,-35.69,-3.16,-9.02,-102.43,-9.18,57.85,9.80,84.26,25.44,-81.97,31.41,-100.00,28.85,-23.70,98.87,51.76,-32.19,49.80,40.26,0.26,16.46,-65.89,-45.41,61.32,26.12
CashflowFinancingCashflow_qq,,258.89,,,-81.95,-100.00,,-45.73,480.30,-72.86,-271.03,79.77,938.95,352.61,-87.01,2431.30,-111.35,607.15,59.68,-116.21,48.27,-68.89,65.76,-154.76,244.85,-148.49,131.88,1430.61,-172.11,91.47,287.85,62.59,-201.16,331.68,-280.86,21.80,-18.12,417.49,25.77,-136.92,-33.41,205.22,-88.89,698.97
CashflowFinancingCashflow_sq,,107.84,,,-60.27,40.71,,-45.73,3.42,96.36,24.83,-34.32,18.31,34.72,56.70,-47.22,15.42,-99.99,136.61,-99.00,49.14,-84.45,73.58,-59.19,22.54,-92.98,108.01,-100.00,17.43,1.51,-107.60,76.54,13.59,59.85,0.30,-1.60,20.90,61.00,-2.24,-2.66,30.80,3.77,52.02,-16.15
CashflowShareCapitalCash,,,0,,,,,,,0,,0,0,36656000,4622000,45788000,-44000,-13000,0,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_yy,,,,,,,,,,,,,,,,,,-100.04,-100.00,-100.00,100.00,100.00,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sy,,,,,,,,,,,,,,,,,,-100.00,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_qq,,,,,,,,,,,,,,,-87.39,890.65,-100.10,70.45,100.00,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sq,,,,,,,,,,,,,,,-92.90,-82.88,7.44,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,90000,-144000,366000,,879000,0,0,,494000,0,0,,0,1373000,234000,,87000,4281000,58000,,0,127000,419000,,101000,1000,126000,,-220000,430000,12000,51000,23000,204000,117000,277000,280000,215000,165000,220000,877000,0,1000,
CashflowDividend_yy,,,306.67,,,-100.00,,,-43.80,,,,-100.00,,,,,211.80,-75.21,,-100.00,-97.03,622.41,,,-99.21,-69.93,,-317.82,42900.00,-90.48,,110.45,-52.56,875.00,443.14,1117.39,5.39,41.03,-20.58,213.21,-100.00,-99.39,-100.00
CashflowDividend_sy,,,103.33,,,-100.00,,,-71.90,,,,-100.00,,,,,-99.37,-100.00,,-100.00,-98.51,100.00,,,-99.21,-84.97,,-100.00,-8.26,-90.48,,66.67,-52.56,91.47,443.14,-96.75,22.28,-93.12,-41.70,-41.82,-100.00,-99.70,-100.00
CashflowDividend_qq,,-260.00,,,,-100.00,,,,-100.00,,,,,-82.96,-100.00,,4820.69,-98.65,-100.00,,,229.92,-100.00,,-99.01,12500.00,-100.00,,295.45,-97.21,325.00,-54.90,786.96,-42.65,136.75,1.08,-23.21,-23.26,33.33,298.64,-100.00,,-100.00
CashflowDividend_sq,,-180.00,,,,-150.00,,,,-100.00,,,,,-41.48,-100.00,,-98.78,-100.00,-100.00,,,-100.00,-100.00,,-100.00,-100.00,-100.00,,-100.00,-100.00,-100.00,-54.90,-100.00,-99.52,-100.00,6.95,-100.00,-99.95,-51.67,55.17,-100.00,,-100.00
CashflowNetCashflow,61000,560000,-13180000,3149000,-3315000,2000,232000,-601000,3329000,2090000,-4910000,907000,585000,779000,-867000,97356000,-13382000,-72021000,28015000,-9094000,2944000,312000,6733000,-9479000,-14170000,-4378000,19097000,59869000,-33454000,-18389000,12056000,9599000,-14166000,49337000,-30695000,-29602000,-3218000,30372000,99944000,-55216000,-70712000,36313000,-5561000,27367000
CashflowNetCashflow_yy,,,-21706.56,,,100.02,,-119.09,200.42,104400.00,-2216.38,250.92,-82.43,-62.73,82.34,10633.85,-2387.52,-9345.31,3331.26,-109.34,122.00,100.43,-75.97,-4.23,-581.32,-1503.21,183.63,731.60,-136.09,-320.03,-36.87,-83.97,57.66,368.30,-354.60,-408.39,77.28,-38.44,425.60,-86.53,-2097.39,19.56,-105.56,149.56
CashflowNetCashflow_sy,,,-105.30,,,59.65,,-69.90,86.66,68.41,25.54,-14.99,54.92,-55.36,153.46,-81.31,56.92,-94.63,108.50,52.99,33.46,60.47,-73.41,7.95,13.38,24.98,12.82,-88.46,52.55,-80.62,89.50,19.93,-26.96,-25.36,70.77,-121.38,117.87,-4.14,-51.94,66.73,22.04,-12.26,-23.20,89.93
CashflowNetCashflow_qq,,818.03,,,-205.27,100.06,11500.00,-359.05,653.91,-37.22,-334.93,118.47,-35.50,33.16,-211.30,11329.07,-113.75,-438.19,138.90,-132.46,132.37,-89.40,2058.01,-240.78,-49.49,69.10,536.20,213.50,-155.88,45.03,165.56,-20.38,-247.58,448.28,-162.21,3.56,89.13,1043.82,229.07,-155.25,-28.06,151.35,-115.31,592.12
CashflowNetCashflow_sq,,150.93,,,-79.01,37.56,166.14,-21.86,100.88,62.42,102.72,52.98,94.65,2.36,46.29,-100.00,66.23,-123.04,138.90,-45.05,1.59,33.26,100.06,37.90,20.24,23.04,92.43,36.00,64.39,44.17,3.61,-20.38,-64.14,85.06,82.94,-162.91,129.72,-85.10,87.14,66.03,91.16,-135.74,92.20,23.53
