,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CashflowFinancingCashflow_sq,,102.24,-24.37,-0.02,-23.60,-163.77,76.15,20.18,84.97,13.84,-47.24,70.76,-17.86,10.39,-183.58,81.86,57.82,-42.79,66.34,52.84,62.28,52.06,6.41,-69.85,-132.00,18.48,-11.66,-84.62,-60.88,22.18,-91.30,48.01,18.37,-67.56,63.60,-37.36,9.85,-8.66
CashflowShareCapitalCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,,,51167000,0,,,0,0,,,262882000,0,,0,543290000,0,,340680000,9830000,0,,,324182000,8802000,,,262882000,0,,,,,,,,,,
CashflowDividend_yy,,,,,,,-100.00,,,,,,,,106.67,,,,-98.19,,,-100.00,3197.88,,,,-18.91,-100.00,,,-100.00,,,,,,,
CashflowDividend_sy,,,,,,,-88.94,,,,,,,,27.68,,,,-97.49,,,-92.76,22.90,,,,-18.91,45.60,,,-99.49,,,,,,,
CashflowDividend_qq,,,,-100.00,,,,,,,,-100.00,,,,-100.00,,,-97.11,-100.00,,,,-97.28,-100.00,,,-100.00,,,,,,,,,,
CashflowDividend_sq,,,,-100.00,,,,,,,,-99.67,,,,-99.98,,,-96.59,-99.62,,,,-99.70,-100.00,,,-99.73,,,,,,,,,,
CashflowNetCashflow,-379830000,471896000,57154000,-83509000,-260326000,323624000,351129000,84578000,-621833000,526273000,-491585000,-378699000,36232000,158242000,440235000,-248871000,-76447000,32601000,470953000,-777613000,-332840000,23102000,57471000,1119190000,-397440000,-132331000,202064000,-752649000,-105200000,71458000,-162516000,223276000,-209071000,-7295000,1999460000,-1336474000,-370856000,34590000
CashflowNetCashflow_yy,,,,,31.46,-31.42,514.36,201.28,-138.87,62.62,-240.00,-547.75,105.83,-69.93,189.55,34.28,-310.99,-79.40,6.98,-212.46,-335.39,-29.14,-87.80,243.93,-19.41,-672.81,251.59,-167.25,73.53,154.00,-180.43,129.67,-98.74,-110.21,1330.32,-698.57,-77.38,574.16
CashflowNetCashflow_sy,,,,,10.44,14.79,-123.18,12.31,-39.56,-58.74,-61.01,-92.29,12.36,148.56,-77.23,18.11,-55.12,-45.01,54.98,56.05,-93.00,-78.50,107.38,4.76,-10.80,-96.47,5.52,-45.82,22.61,49.06,-106.87,-0.52,-23.58,103.00,79.38,33.82,-35.06,-100.00
CashflowNetCashflow_qq,,224.24,-87.89,-246.11,-211.73,224.31,8.50,-75.91,-835.22,184.63,-193.41,22.96,109.57,336.75,178.20,-156.53,69.28,142.65,1344.60,-265.11,57.20,106.94,148.77,1847.40,-135.51,66.70,252.70,-472.48,86.02,167.93,-327.43,237.39,-193.64,96.51,27508.64,-166.84,72.25,109.33
CashflowNetCashflow_sq,,120.49,-40.57,-104.67,18.66,656.16,-119.64,14.79,108.36,134.39,-173.51,58.00,108.86,126.92,-197.04,87.48,63.32,121.32,-14.54,68.18,-155.97,64.24,-84.87,-20.22,-48.93,-5.22,248.91,-21.58,67.98,105.70,32.46,91.48,33.40,-18.87,4.07,-111.81,77.54,-19.01
