,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CashflowCapex_yy,,,,,-55.76,17760.00,273.33,-104.69,14.06,130.91,144.64,604.26,-49.32,-97.48,-97.66,-64.42,132.43,257.69,4918.75,187.35,218.60,152.69,-57.29,-6.98,-98.40,-67.00,-68.10,157.78,6204.33,2279.16,1305.50,76.03,-23.29,-66.22,-85.13,61.41,70.95,-602.64,-100.00,-99.58,-99.59,100.28,,-100.00
CashflowCapex_sy,,,,,-23.94,65.36,-1.01,-27.95,-0.96,-6.93,-18.15,23.55,-22.98,6.03,-19.70,-19.03,99.31,77.95,-27.91,-46.64,-53.94,-28.86,-18.92,-4.74,-48.19,-26.79,43.89,40.42,78.34,-7.90,-1.83,18.52,28.68,-8.87,28.10,-6.18,17.64,26.49,-6.07,-52.08,14.47,-6.02,,30.28
CashflowCapex_qq,,-98.85,1400.00,3912.00,-93.62,365.10,-68.65,-150.36,255.32,841.55,-66.78,3.80,-84.39,-53.15,-69.23,1481.25,1.98,-27.91,331.72,-9.46,13.07,-42.82,-27.02,97.16,-98.06,1081.28,-29.44,1493.16,-52.52,345.80,-58.32,99.54,-79.31,96.33,-81.66,2066.33,-78.09,-677.24,100.00,,-78.41,292.06,-79.70,-100.00
CashflowCapex_sq,,30.28,27.67,25.94,-61.61,211.76,-67.23,39.92,-35.00,64.56,-55.58,142.61,-59.56,59.94,-54.55,100.00,-8.11,8.72,-52.90,20.97,14.31,50.67,-37.78,6.68,-37.40,52.88,-20.98,-20.04,-20.54,54.03,-37.33,16.52,37.67,29.06,-18.35,25.75,14.43,15.33,-19.40,,30.74,29.46,-24.88,-15.02
CashflowFinancingCashflow,976000,-254000,-371000,19131000,-53000,56000,-45000,959000,-1050000,29000,-49000,86000,-54000,-550000,-41000,-172000,-165000,442000,-704000,163000,587000,640000,-49000,-657000,936000,647000,7736000,-2412000,4001000,-1484000,5131000,-2098000,-2599000,2113000,-110000,-912000,-3573000,7796000,-87000,6184000,-380000,-1359000,,
CashflowFinancingCashflow_yy,,,,,-105.43,122.05,87.87,-94.99,-1881.13,-48.21,-8.89,-91.03,94.86,-1996.55,16.33,-300.00,-205.56,180.36,-1617.07,194.77,455.76,44.80,93.04,-502.78,59.40,1.12,15888.10,-267.35,327.64,-329.24,-33.67,13.03,-164.97,242.41,-102.15,56.51,-37.44,268.99,20.87,777.95,89.36,-117.44,100.00,-100.00
CashflowFinancingCashflow_sy,,,,,-66.74,-102.92,-67.70,-44.27,1.68,36.06,9.82,-73.45,-36.38,-63.36,9.84,52.73,-1.82,-82.50,-4.47,-17.86,-2.46,-1.58,-20.72,-9.10,-10.18,-1.26,-8.04,6.38,13.35,-47.50,15.96,13.03,25.25,-51.57,51.02,15.74,-66.19,-5.02,-9.12,-90.01,78.09,-12.66,1.70,23.12
CashflowFinancingCashflow_qq,,-126.02,-46.06,5256.60,-100.28,205.66,-180.36,2231.11,-209.49,102.76,-268.97,275.51,-162.79,-918.52,92.55,-319.51,4.07,367.88,-259.28,123.15,260.12,9.03,-107.66,-1239.87,242.51,-30.83,1095.40,-131.17,265.91,-137.08,445.87,-140.88,-23.93,181.28,-105.21,-728.71,-291.65,318.21,-101.12,7200.42,-106.15,-257.45,100.00,
CashflowFinancingCashflow_sq,,-29.24,-42.60,9.20,-101.32,13.36,-2.28,111.32,-28.59,110.66,-66.02,-18.06,-88.68,135.34,-77.10,93.70,-71.86,18.26,-33.21,59.79,-50.47,9.10,27.18,41.40,-98.67,63.77,-5.70,-36.31,-71.43,14.22,26.19,-14.43,-21.68,-15.73,54.15,-1.18,-13.02,25.24,30.83,-55.53,58.58,-15.72,-8.55,
CashflowShareCapitalCash,468000,0,,19211000,1000,-1000,,,,,,,,,,,,0,,,,40000,0,,,,12000,35000,-46000,28000,,,,1383000,,5000,0,0,,6290000,-244000,250000,,
CashflowShareCapitalCash_yy,,,,,-99.79,,,-100.00,-100.00,100.00,,,,,,,,,,,,,,,,-100.00,,,,,-100.00,-100.00,100.00,4782.61,,,,-100.00,,125700.00,,,,-100.00
CashflowShareCapitalCash_sy,,,,,100.00,,,3.39,-100.00,-100.00,,,,,,,,,,,,,,,,-50.00,,,,,-97.02,-85.00,-62.36,-100.00,,,,-100.00,,-100.00,,,,-100.00
CashflowShareCapitalCash_qq,,-100.00,,,-99.99,-200.00,100.00,,,,,,,,,,,,,,,,-100.00,,,,,195.60,-229.60,161.61,-100.00,,,,-100.00,,-100.00,,,,-103.87,202.60,-100.00,
CashflowShareCapitalCash_sq,,-72.82,,,346.33,-100.00,-100.00,,,,,,,,,,,,,,,,-100.00,,,,,100.00,-100.31,31.72,-100.00,,,,-100.00,,-100.00,,,,-101.94,-100.00,-100.00,
CashflowDividend,0,0,,,,,,,,,,,,,,,,,,0,0,0,,364000,0,,,,,,,,,,,,,,,,,,,
CashflowDividend_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,
CashflowDividend_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,-44.44,,,,,,,,,,,,,,,,
CashflowDividend_qq,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,
CashflowDividend_sq,,,,,,,,,,,,,,,,,,,,,,,,,-80.78,,,,,,,,,,,,,,,,,,,
CashflowNetCashflow,-312000,-4000,91000,15504000,-1542000,-8776000,1654000,5000,710000,6350000,-7184000,,-7871000,,-117000,-1807000,-1957000,735000,181000,-471000,221000,-1099000,43000,-413000,-796000,182000,-1231000,140000,,,,,,,,,,,,,,,,
CashflowNetCashflow_yy,,,,,-394.23,-219300.00,1717.58,-99.97,146.04,172.36,-534.34,-100.00,-1208.59,-100.00,98.37,,75.14,,254.70,73.93,111.29,-249.52,-76.24,12.36,-460.13,116.52,-2961.68,134.00,100.00,-100.00,100.00,-100.00,,,,,,,,,,,,
CashflowNetCashflow_sy,,,,,-71.58,64.59,55.43,-14.59,30.48,65.12,-100.00,54.76,-85.00,-44.86,-85.37,,-117.96,,8.59,24.31,59.08,-23.29,86.25,23.37,22.62,126.33,-22.23,-41.78,56.16,-25.21,86.72,-27.30,,,,,,,,,,,,
CashflowNetCashflow_qq,,98.72,2375.00,16937.36,-109.95,-469.13,118.85,-99.70,14100.00,794.37,-213.13,100.00,,100.00,,-1444.44,-8.30,137.56,-75.37,-360.22,146.92,-597.29,103.91,-1059.92,-92.82,122.81,-777.93,111.40,-100.00,,,,,,,,,,,,,,,
CashflowNetCashflow_sq,,1.96,68.54,34.88,72.34,-37.15,-9.51,-88.08,94.85,100.94,-113.33,48.55,,100.00,,7.60,-8.78,127.13,-106.98,75.33,-36.49,43.61,-46.56,81.32,-37.38,143.37,-76.67,37.17,-55.58,,,,,,,,,,,,,,,
