,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CashflowAmortization_sq,,24.82,1.68,7.21,-1.27,-15.61,24.47,-2.20,-3.14,10.34,-33.40,-15.90,0.85,-7.08,-100.00,-5.74,23.48,8.30,-68.94,3.48,-6.64,-2.60,-5.50,2.34,2.51,2.98,-4.18,7.41,5.74,5.31,0.43,20.24,0.62,2.18,-2.93,3.66,2.88,-1.34,2.20,5.75,-4.41,5.17,-11.35,9.11
CashflowInvestingCashflow,-351000,-1501000,-649000,-228000,-1060000,977000,-1742000,225000,-745000,-959000,-11744000,5077000,-1889000,-479000,-1030000,-13254000,-23326000,2569000,-753000,-4962000,267000,3378000,-67083000,-3828000,-6688000,0,-918000,2039000,-9602000,-15454000,14258000,-1995000,-3071000,-19635000,-3370000,-5525000,-2580000,-3312000,-1404000,-2964000,74000,478000,-691000,-2588000
CashflowInvestingCashflow_yy,,,,,-201.99,165.09,-168.41,198.68,29.72,-198.16,-574.17,2156.44,-153.56,50.05,91.23,-361.06,-1134.83,636.33,26.89,62.56,101.14,31.49,-8808.76,22.85,-2604.87,-100.00,98.63,153.27,-43.57,,1653.16,-197.84,68.02,-27.05,-123.64,-176.94,15.99,83.13,58.34,46.35,102.87,114.43,50.78,12.69
CashflowInvestingCashflow_sy,,,,,-201.99,110.65,-94.27,107.05,29.72,-107.15,69.40,708.06,25.80,39.93,53.66,-115.46,-80.28,9.48,-34.08,-3.32,53.72,31.49,10.72,42.44,50.74,20.73,0.91,-134.07,-43.69,,-4.84,-68.21,-14.81,-43.08,-12.93,-27.15,15.99,25.40,4.68,42.87,-16.37,34.14,10.76,0.01
CashflowInvestingCashflow_qq,,-327.64,56.76,64.87,-364.91,192.17,-278.30,112.92,-431.11,-28.72,-1124.61,143.23,-137.21,74.64,-115.03,-1186.80,-75.99,111.01,-129.31,-558.96,105.38,1165.17,-2085.88,94.29,-74.71,100.00,,322.11,-570.92,-60.95,192.26,-113.99,-53.93,-539.37,82.84,-63.95,53.30,-28.37,57.61,-111.11,102.50,545.95,-244.56,-274.53
CashflowInvestingCashflow_sq,,-327.64,56.76,64.87,-364.91,112.79,-194.24,101.10,-114.32,-28.72,80.18,121.62,-126.15,-44.16,71.88,-74.90,-58.53,-24.47,26.06,-162.67,82.80,-20.63,6.48,-57.78,-58.90,-52.08,,-13.39,-23.47,-60.95,53.64,-13.56,-53.93,-27.67,38.11,-44.49,-6.90,-13.05,-11.47,-2.33,42.05,4.08,-24.16,-76.06
CashflowCapex,487000,1432000,649000,390000,,1955000,341000,-77000,818000,977000,893000,5774000,1889000,479000,1030000,13254000,21531000,-1700000,1932000,5091000,-520000,-5347000,67083000,5509000,3600000,-2447000,1025000,2327000,5841000,4676000,1992000,1568000,633000,1194000,1240000,3225000,441000,129000,776000,-275000,695000,90000,157000,811000
CashflowCapex_yy,,,,,-100.00,36.52,-47.46,-119.74,,-50.03,161.88,7598.70,130.93,-50.97,15.34,129.55,1039.81,-454.91,87.57,-61.59,-102.42,-214.53,3372.20,8.21,792.31,54.24,-98.47,-57.76,62.25,291.09,94.34,-32.62,-89.16,-74.47,-37.75,105.68,-30.33,-89.20,-37.42,-108.53,57.60,-30.23,-79.77,394.91
CashflowCapex_sy,,,,,-73.90,36.52,-47.46,-91.72,,-50.03,-54.21,163.95,81.82,79.99,15.34,144.04,509.89,-46.42,104.22,-1.94,8.60,-74.45,-21.35,-36.76,-44.64,3.89,17.48,-2.36,35.01,0.43,36.99,-28.94,-2.12,81.82,-7.85,32.51,-30.33,-49.45,-9.64,-63.54,54.51,-12.62,4.30,1.20
CashflowCapex_qq,,194.05,-54.68,-39.91,-100.00,,-82.56,-122.58,1162.34,19.44,-8.60,546.58,-67.28,-74.64,115.03,1186.80,62.45,-107.90,213.65,163.51,-110.21,-928.27,1354.59,-91.79,-34.65,-167.97,141.89,127.02,151.01,-19.95,-57.40,-21.29,-59.63,88.63,3.85,160.08,-86.33,-70.75,501.55,-135.44,352.73,-87.05,74.44,416.56
CashflowCapex_sq,,194.05,-54.68,-39.91,-62.52,,-81.60,-96.56,2.33,19.44,-77.87,71.67,-29.52,70.43,-100.00,165.36,15.58,-57.39,-62.46,60.01,-28.88,-23.72,-35.06,35.48,-37.63,65.79,-39.68,28.19,-0.84,30.16,-50.09,2.40,-41.49,88.63,-49.23,46.48,-31.50,85.37,-30.62,-15.19,16.87,23.89,-35.44,13.13
CashflowFinancingCashflow,2720000,201000,94000,-393000,181000,3324000,109000,595000,-520000,19994000,3431000,2093000,697000,16950000,-2002000,6731000,29328000,4630000,1937000,489000,-3793000,73011000,6238000,1308000,23581000,11500000,-1381000,-1664000,12282000,7716000,1867000,-1539000,35797000,-636000,-75000,-304000,-173000,-172000,2307000,-340000,160000,-1335000,801000,24000
CashflowFinancingCashflow_yy,,,,,-93.35,1553.73,15.96,251.40,-387.29,501.50,3047.71,251.76,234.04,-15.22,-158.35,221.60,4107.75,-72.68,196.75,-92.74,-112.93,1476.91,222.04,167.48,721.70,-84.25,-122.14,-227.22,-47.92,-32.90,235.19,7.51,191.46,-108.24,-104.02,80.25,-100.48,72.96,3176.00,-11.84,192.49,-676.16,-65.28,107.06
CashflowFinancingCashflow_sy,,,,,-93.35,-116.13,-91.90,241.53,-148.07,501.50,191.12,-217.94,209.47,34.37,-129.17,128.90,71.44,-14.74,148.94,-95.08,81.26,-63.16,67.49,50.08,-14.44,-66.30,131.49,-0.17,-11.82,-22.04,-23.72,7.51,-16.67,29.41,8.22,21.36,-69.72,21.06,40.37,-41.52,-32.53,30.20,-47.52,-6.88
CashflowFinancingCashflow_qq,,-92.61,-53.23,-518.09,146.06,1736.46,-96.72,445.87,-187.39,3945.00,-82.84,-39.00,-66.70,2331.85,-111.81,436.21,335.72,-84.21,-58.16,-74.75,-875.66,2024.89,-91.46,-79.03,1702.83,-51.23,-112.01,-20.49,838.10,-37.18,-75.80,-182.43,2425.99,-101.78,88.21,-305.33,43.09,0.58,1441.28,-114.74,147.06,-934.38,160.00,-97.00
CashflowFinancingCashflow_sq,,-92.61,-53.23,-140.85,146.06,-2.53,-3.68,427.57,-187.39,198.85,-74.27,-200.37,-66.70,179.93,-100.00,176.93,-70.81,-9.85,-100.00,82.22,-85.47,75.07,48.26,12.88,-46.80,1.52,31.76,-28.76,0.10,-70.43,24.92,71.38,-22.55,20.84,-61.97,146.41,-9.78,0.58,116.44,36.12,-68.09,54.10,50.92,-20.04
CashflowShareCapitalCash,3688000,-20000,,,0,4557000,0,0,0,20897000,1978000,782000,62000,14690000,,5206000,21979000,-5706000,0,0,0,69696000,286000,3218000,31406000,-2473000,,,24089000,5531000,,,46481000,-1000,,,,,,,,,,
CashflowShareCapitalCash_yy,,,,,-100.00,22885.00,,,,358.57,,,,-29.70,-100.00,565.73,35350.00,-138.84,,-100.00,-100.00,1321.45,,,,-103.55,-100.00,-100.00,-23.30,323.66,,,92.96,-100.02,,,-100.00,100.00,,,,,,
CashflowShareCapitalCash_sy,,,,,-100.00,11492.50,,,,358.57,,,,-64.85,-100.00,565.73,35350.00,-100.00,,,,-100.00,,,,-103.55,-100.00,-17.01,-75.24,-100.00,,,-100.00,148.15,,,-100.00,-100.00,,,,,,
CashflowShareCapitalCash_qq,,-100.54,100.00,,,,-100.00,,,,-90.53,-60.47,-92.07,23593.55,-100.00,,322.19,-125.96,100.00,,,,-99.59,1025.17,875.95,-107.87,100.00,,,-77.04,-100.00,,,-100.00,100.00,,,,,,,,,
CashflowShareCapitalCash_sq,,-100.54,100.00,,,,-100.00,,,,-100.00,-60.47,-92.07,23593.55,-100.00,,-1143.90,-327.37,-100.00,,,,-99.59,1025.17,-98.84,1020.04,-100.00,,,-77.04,47.83,,,759.41,-100.00,,,,,,,,,
CashflowDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowNetCashflow,515000,-65000,-161000,-406000,-236000,5252000,-1737000,-1298000,-1172000,19582000,-5306000,-2878000,-3421000,15994000,-3769000,678000,3446000,5625000,-723000,-1348000,-4398000,70828000,-62408000,-6730000,34147000,-6896000,1341000,-4486000,11469000,-9112000,15131000,-5641000,34993000,-24708000,-5653000,-8442000,-3797000,-2786000,-132000,-1403000,-107000,274000,43000,-751000
CashflowNetCashflow_yy,,,,,-145.83,8180.00,-978.88,-219.70,-396.61,272.85,-205.47,-121.73,-191.89,-18.32,28.97,123.56,200.73,-64.83,80.82,-298.82,-227.63,1159.16,-8531.81,-399.26,876.42,-109.74,102.15,33.34,-66.41,-32.13,1028.34,-25.75,205.11,-171.16,-137.36,-49.65,-110.85,88.72,97.66,83.38,97.18,109.83,132.58,46.47
CashflowNetCashflow_sy,,,,,-145.83,148.27,-568.22,103.71,14.37,272.85,110.03,-280.93,-92.79,38.41,51.62,84.77,-92.24,72.04,50.76,-168.50,137.00,-41.21,-132.98,-51.41,98.69,103.19,75.88,-5.34,-48.30,-66.64,-26.11,127.55,41.55,51.32,-90.35,-49.65,-88.09,90.16,21.19,-4.02,30.85,48.34,59.56,-18.81
CashflowNetCashflow_qq,,-112.62,-147.69,-152.17,41.87,2325.42,-133.07,25.27,9.71,1770.82,-127.10,45.76,-18.87,567.52,-123.57,117.99,408.26,63.23,-112.85,-86.45,-226.26,1710.46,-188.11,89.22,607.38,-120.20,119.45,-434.53,355.66,-179.45,266.06,-137.28,720.33,-170.61,77.12,-49.34,55.02,26.63,95.26,-962.88,92.37,356.07,-84.31,-1846.51
CashflowNetCashflow_sq,,-112.62,111.02,-152.17,-44.63,342.49,-133.07,100.46,9.71,156.09,73.90,-57.34,143.28,62.83,-25.87,93.88,-53.34,82.58,-100.00,-65.24,33.33,149.95,-175.83,94.64,-125.86,129.90,-15.48,25.71,-16.00,85.05,50.93,92.12,-61.47,73.76,-81.13,55.89,52.30,105.02,-97.28,-14.13,67.52,94.19,-86.03,-96.16
