,IncomeRevenues,IncomeCostOfSales,IncomeDistributionExpenses,IncomeAdministrativExpenses,IncomeGrossProfit,IncomeOtherOperatingIncome,IncomeOtherOperatingCosts,IncomeEBIT,IncomeFinanceIncome,IncomeFinanceCosts,IncomeOtherIncome,IncomeNetGrossProfit,IncomeExtraordinarProfit,IncomeBeforeTaxProfit,IncomeDiscontinuedProfit,IncomeNetProfit,IncomeShareholderNetProfit,BalanceNoncurrentAssets,BalanceIntangibleAssets,BalanceProperty,BalanceNoncurrentReceivables,BalanceNoncurrInvestments,BalanceOtherNoncurrentAssets,BalanceCurrentAssets,BalanceInventory,BalanceCurrentReceivables,BalanceCurrentInvestments,BalanceCash,BalanceOtherCurrentAssets,BalanceAssetsForSale,BalanceTotalAssets,BalanceCapital,BalanceShareCapital,BalanceOwnShares,BalanceReserve,BalanceNonshareCapital,BalanceNoncurrentLiabilities,BalanceNoncurrentTradeLiabilities,BalanceNoncurrentBorrowings,BalanceNoncurrentObligations,BalanceNoncurrentLeasing,BalanceNoncurrentOtherLiabilities,BalanceCurrentLiabilities,BalanceCurrentTradePayablesv,BalanceCurrentBorrowings,BalanceCurrentObligations,BalanceCurrentLeasing,BalanceCurrentOtherLiabilities,BalanceReckoning,BalanceTotalEquityAndLiabilities,CashflowOperatingCashflow,CashflowAmortization,CashflowInvestingCashflow,CashflowCapex,CashflowFinancingCashflow,CashflowShareCapitalCash,CashflowDividend,CashflowNetCashflow
IBS,12202000.0,,,,-4109000.0,-8000.0,6000.0,-5000.0,359000.0,,6302000.0,,6302000.0,,-7656000.0,-7656000.0,,107407000.0,,6000.0,10423000.0,,74082000.0,472906000.0,28834000.0,,6000.0,,490473000.0,330916000.0,61903000.0,,240999000.0,,186490000.0,,36298000.0,,,,1154000.0,21000.0,,,,4331000.0,616393000.0,,,,8883000.0,3000.0,-423000.0,,-135000.0,,,
IDE,33837000.0,6259000.0,,196000.0,-196000.0,2716000.0,39000.0,-231000.0,222000.0,0.0,-3145000.0,,-3145000.0,,-8211000.0,-8211000.0,,48932000.0,1000.0,,21535000.0,11140000.0,12761000.0,71000.0,16521000.0,207000.0,,,407595000.0,-108933000.0,343491000.0,,207000.0,153000.0,,10346000.0,,,126085000.0,160394000.0,,,,3161000.0,2086000.0,62754000.0,,,,,132000.0,447000.0,107000.0,29873000.0,107000.0,,,
IDG,490000.0,383000.0,,976000.0,-1452000.0,-168000.0,153000.0,288000.0,4000.0,3000.0,351000.0,,351000.0,,955000.0,955000.0,,60855000.0,26042000.0,36260000.0,,260000.0,4659000.0,16386000.0,3239000.0,,113000.0,171000.0,,21750000.0,20873000.0,1747000.0,,33439000.0,,2889000.0,2113000.0,,,,15349000.0,14826000.0,2942000.0,3986000.0,,,3993000.0,17325000.0,69520000.0,,3224000.0,16000.0,-5935000.0,2806000.0,-65000.0,,2424000.0,
IDM,12912000.0,,,,-1228000.0,2951000.0,3533000.0,-1810000.0,2714000.0,12020000.0,1273000.0,-37603000.0,,-37603000.0,-610000.0,-341000.0,-341000.0,22733000.0,33000.0,0.0,17022000.0,10983000.0,240430000.0,,3035000.0,701394000.0,0.0,,47883000.0,-61436000.0,,145353000.0,821000.0,198183000.0,,2917000.0,,,230000.0,,844569000.0,,,24990000.0,,1112472000.0,,,,,30154000.0,403000.0,-13354000.0,207000.0,2458000.0,,6808000.0,
IDT,3762000.0,9165000.0,,1258000.0,3580000.0,1618000.0,341000.0,661000.0,81000.0,61000.0,45000.0,,45000.0,,1928000.0,1928000.0,,16060000.0,19739000.0,1200000.0,,2609000.0,337000.0,80766000.0,1652000.0,58187000.0,2989000.0,1664000.0,13689000.0,14629000.0,132260000.0,65709000.0,18776000.0,,,,,,,,7000.0,6308000.0,5463000.0,1388000.0,,,1802000.0,1878000.0,51232000.0,,2788000.0,1022000.0,-47000.0,175000.0,273000.0,0.0,,580000.0
IFC,20000.0,,,61000.0,529000.0,3000.0,2000.0,239000.0,5000.0,0.0,-1280000.0,,-630000.0,,-630000.0,-630000.0,,19168000.0,,28000.0,,260000.0,6766000.0,2368000.0,3753000.0,,397000.0,197000.0,,29945000.0,29225000.0,45048000.0,,92019000.0,,852000.0,,,,,5000.0,66000.0,13000.0,,,,56000.0,22604000.0,,,-97000.0,2000.0,-9470000.0,-1000.0,,,216000.0,
IFI,-16314000.0,-16005000.0,-13000.0,247000.0,-543000.0,324000.0,-7000.0,6879000.0,23000.0,1000.0,,-158000.0,,-158000.0,,-147000.0,-147000.0,972000.0,162000.0,556000.0,25000.0,,60000.0,4933000.0,,1331000.0,2886000.0,4441000.0,349000.0,,9998000.0,7406000.0,640000.0,898000.0,,51000.0,46000.0,,,,12000.0,971000.0,854000.0,,,,85000.0,12000.0,5258000.0,,-4745000.0,-33000.0,-144000.0,125000.0,504000.0,0.0,505000.0,-757000.0
IFR,18664000.0,13513000.0,,31000.0,8000.0,0.0,6000.0,-59000.0,211000.0,47000.0,0.0,-64000.0,,-88000.0,,-94000.0,-94000.0,34203000.0,244000.0,,10000.0,1000.0,2000.0,10653000.0,3573000.0,,4728000.0,205000.0,,50801000.0,44010000.0,9896000.0,,34114000.0,,2107000.0,,,,,363000.0,0.0,56000.0,4000.0,,,411000.0,53576000.0,,,4105000.0,978000.0,-34000.0,3164000.0,-54000.0,,,-58000.0
IIA,626718000.0,257633000.0,,,201145000.0,-569944000.0,-3420000.0,-1570506000.0,-54549000.0,182127000.0,435030000.0,-1372152000.0,,-1372152000.0,-432876000.0,-1027400000.0,-1028672000.0,34174346000.0,460500000.0,18360805000.0,1382138000.0,256426000.0,4898002000.0,344724000.0,,2109380000.0,,506464000.0,28962500000.0,4345029000.0,-1243324000.0,15114265000.0,-25163000.0,10107790000.0,17651406000.0,,,2688156000.0,8933290000.0,878765000.0,,,381273000.0,,51449578000.0,,,,,,281227000.0,,390903000.0,1788000.0,-202105000.0,1631000.0,,579307000.0
IMC,57561000.0,58969000.0,2123000.0,5433000.0,15090000.0,8436000.0,6214000.0,17311000.0,,14702000.0,-97013000.0,-115026000.0,,-115026000.0,,-115969000.0,-113328000.0,382113000.0,48368000.0,150899000.0,,,17337000.0,307915000.0,385850000.0,706000.0,,25655000.0,45275000.0,,126782000.0,136000.0,,-8701000.0,6235000.0,149063000.0,,95013000.0,,,9400000.0,351741000.0,47558000.0,223058000.0,,,,17126000.0,778587000.0,,19276000.0,8619000.0,-58507000.0,62307000.0,70742000.0,,,6573000.0
IMP,1789000.0,1415000.0,,,-163000.0,16000.0,0.0,-77000.0,138000.0,-2434000.0,-4054000.0,,-4054000.0,,-3947000.0,-3871000.0,,,,,,,,51129000.0,92000.0,5764000.0,24805000.0,1239000.0,167000.0,,30392000.0,26976000.0,5640000.0,,19032000.0,,1016000.0,,,,,1016000.0,1882000.0,99000.0,,,214000.0,2704000.0,43561000.0,,-8654000.0,15000.0,19794000.0,5878000.0,-11247000.0,42565000.0,,650000.0
IMS,7491000.0,,,,1416000.0,113000.0,-12000.0,1768000.0,35000.0,58000.0,,1545000.0,,1545000.0,,1037000.0,1025000.0,10921000.0,2335000.0,9388000.0,,300000.0,503000.0,,,,9031000.0,461000.0,,37826000.0,20731000.0,,,,1502000.0,,2264000.0,,4204000.0,611000.0,8211000.0,5358000.0,,,,,24154000.0,,,,2381000.0,715000.0,-33000.0,156000.0,-2207000.0,,0.0,4181000.0
INC,296000.0,24000.0,,358000.0,-208000.0,1278000.0,27000.0,-2843000.0,,61000.0,-31000.0,,4741000.0,,3124000.0,3311000.0,,2588000.0,402000.0,189000.0,46000.0,197000.0,20977000.0,2000.0,4100000.0,21940000.0,3938000.0,67000.0,,35720000.0,23737000.0,16686000.0,8536000.0,5724000.0,1452000.0,,0.0,,,15000.0,3288000.0,40000.0,,,,,52517000.0,,,,218000.0,39000.0,653000.0,61000.0,416000.0,,-130000.0,
IND,267639000.0,237003000.0,20686000.0,6901000.0,3049000.0,921000.0,683000.0,3287000.0,,1533000.0,,4574000.0,,4574000.0,,4258000.0,4265000.0,221099000.0,4715000.0,0.0,1214000.0,11177000.0,223324000.0,77193000.0,5547000.0,19841000.0,1329000.0,,433184000.0,206837000.0,15623000.0,55835000.0,845000.0,141757000.0,20643000.0,176049000.0,,,80594000.0,59449000.0,57382000.0,,,18921000.0,1553000.0,589713000.0,,,,,15807000.0,4260000.0,-1244000.0,1625000.0,-4122000.0,,0.0,10372000.0
INF,13227000.0,8641000.0,330000.0,1263000.0,2993000.0,722000.0,125000.0,-169000.0,-20000.0,121000.0,262000.0,,262000.0,,279000.0,279000.0,,126477000.0,1841000.0,,50000.0,,6729000.0,337000.0,2975000.0,,550000.0,,105562000.0,103161000.0,72821000.0,,3873000.0,,9313000.0,55000.0,,,1144000.0,6177000.0,6998000.0,3109000.0,,,206000.0,,142416000.0,,,,4365000.0,886000.0,-719000.0,1249000.0,-2407000.0,,,261000.0
INK,117483000.0,104357000.0,2123000.0,3539000.0,7464000.0,723000.0,1599000.0,6588000.0,135000.0,-1000.0,,6287000.0,,-2289000.0,,-1295000.0,-1725000.0,109997000.0,6139000.0,70000.0,270000.0,3662000.0,216650000.0,61791000.0,166799000.0,27569000.0,854000.0,,293029000.0,188273000.0,7286000.0,46508000.0,2718000.0,17647000.0,,4249000.0,,926000.0,55715000.0,64303000.0,,,,13114000.0,11034000.0,356897000.0,,,,,19637000.0,595000.0,-16094000.0,365000.0,-3431000.0,,,-4382000.0
INL,85084000.0,69874000.0,4951000.0,4630000.0,5629000.0,1102000.0,903000.0,5828000.0,-190000.0,431000.0,,-2683000.0,,-2683000.0,653000.0,6467000.0,6311000.0,107874000.0,6601000.0,98874000.0,954000.0,2663000.0,101128000.0,17980000.0,114299000.0,2030000.0,14348000.0,28573000.0,,308440000.0,,,84884000.0,2912000.0,11097000.0,,5965000.0,,,12055000.0,127549000.0,62976000.0,45631000.0,,,,135859000.0,,,,605000.0,1571000.0,150000.0,131000.0,-6879000.0,,5860000.0,-5090000.0
INP,27891000.0,21636000.0,966000.0,3896000.0,1393000.0,132000.0,93000.0,1432000.0,63000.0,450000.0,,1045000.0,,1045000.0,,1074000.0,1152000.0,104926000.0,5862000.0,97281000.0,9000.0,,271015000.0,229868000.0,7940000.0,4462000.0,38715000.0,,,390637000.0,212189000.0,4004000.0,,51000.0,14269000.0,3112000.0,11877000.0,,,4566000.0,56303000.0,72912000.0,31857000.0,,,1402000.0,,370223000.0,,,3452000.0,609000.0,-11625000.0,11643000.0,7361000.0,,0.0,14282000.0
INV,23000.0,,,,-337000.0,22000.0,-253000.0,,0.0,,2505000.0,,2505000.0,-444000.0,2200000.0,2206000.0,,34987000.0,1000.0,51737000.0,,63000.0,413000.0,6284000.0,92000.0,,327000.0,5000.0,,43750000.0,32459000.0,7897000.0,,30918000.0,107000.0,8409000.0,,,,,279000.0,23000.0,11000.0,,,48000.0,,66200000.0,,,-1670000.0,35000.0,-6000.0,,2000.0,,-960000.0,
IPE,22955000.0,,,,2747000.0,-218000.0,21000.0,2508000.0,498000.0,326000.0,-417000.0,2263000.0,,2263000.0,,1724000.0,1469000.0,10994000.0,2344000.0,5216000.0,25000.0,,1609000.0,386088000.0,160888000.0,11009000.0,97063000.0,1199000.0,,488957000.0,77049000.0,2994000.0,,13936000.0,3689000.0,3005000.0,,,,,688782000.0,,540467000.0,,,202000.0,5383000.0,331412000.0,,,15283000.0,587000.0,-1316000.0,726000.0,-3609000.0,0.0,,-70358000.0
IPL,414950000.0,,,,19558000.0,3951000.0,5784000.0,17725000.0,418000.0,4138000.0,,8127000.0,,8127000.0,,5555000.0,5071000.0,312361000.0,92559000.0,177553000.0,3538000.0,1952000.0,36759000.0,475832000.0,28178000.0,389928000.0,25059000.0,123360000.0,39202000.0,359228000.0,225644000.0,75192000.0,,155106000.0,5473000.0,6352000.0,,3977000.0,,,6389000.0,188683000.0,42389000.0,39127000.0,,,95601000.0,11154000.0,455703000.0,,13983000.0,10628000.0,-1541000.0,3327000.0,-16180000.0,,,68182000.0
IPO,50166000.0,30315000.0,19782000.0,1766000.0,-1697000.0,404000.0,312000.0,-1605000.0,28000.0,809000.0,,-1309000.0,,-1309000.0,,-1091000.0,-1091000.0,83317000.0,3370000.0,75755000.0,,758000.0,3434000.0,60379000.0,53178000.0,2465000.0,,1075000.0,3661000.0,,143696000.0,29462000.0,1393000.0,,29453000.0,,37650000.0,,19902000.0,,,6523000.0,96536000.0,83905000.0,,,,340000.0,52061000.0,,-1409000.0,1635000.0,-136000.0,136000.0,740000.0,,,499000.0
IPX,735865000.0,682597000.0,12596000.0,15650000.0,25022000.0,3280000.0,987000.0,27315000.0,3050000.0,3734000.0,,613000.0,,613000.0,-1493000.0,8864000.0,8333000.0,845265000.0,56528000.0,580424000.0,71410000.0,347822000.0,1285000.0,936542000.0,466789000.0,420183000.0,22748000.0,21305000.0,5517000.0,10975000.0,1999102000.0,1075258000.0,94661000.0,-24441000.0,105578000.0,277788000.0,126986000.0,,86681000.0,,,83030000.0,709897000.0,373484000.0,333580000.0,,,62866000.0,1660134000.0,,48634000.0,14053000.0,-39311000.0,4413000.0,3151000.0,,135000.0,1204000.0
IQP,2895000.0,1640000.0,,911000.0,-855000.0,649000.0,1000.0,-549000.0,2165000.0,1844000.0,-2809000.0,,-2809000.0,,-2979000.0,-2611000.0,,36563000.0,8149000.0,39000.0,34000.0,28605000.0,309000.0,,2704000.0,234000.0,9149000.0,875000.0,397000.0,45382000.0,26772000.0,22353000.0,,39686000.0,1000.0,,644000.0,,,659000.0,12665000.0,2270000.0,3132000.0,,,1244000.0,1066000.0,35183000.0,,,2336000.0,239000.0,183000.0,0.0,100000.0,,,
IRL,225276000.0,243771000.0,,6871000.0,-25366000.0,-48000.0,,24961000.0,55000.0,992000.0,,24024000.0,,18930000.0,,16096000.0,16096000.0,146983000.0,41405000.0,98987000.0,,6245000.0,,148580000.0,1386000.0,69957000.0,,31901000.0,5156000.0,,211132000.0,41562000.0,,,,123262000.0,,101823000.0,,,11945000.0,111705000.0,62703000.0,13707000.0,,,22837000.0,,277139000.0,,5955000.0,747000.0,7633000.0,5000.0,-33723000.0,,0.0,-6573000.0
ITB,26007000.0,24525000.0,225000.0,1454000.0,3236000.0,778000.0,345000.0,3669000.0,3000.0,721000.0,,1331000.0,,1331000.0,,1076000.0,1076000.0,56849000.0,1269000.0,28704000.0,,35000.0,659000.0,31107000.0,31293000.0,,5807000.0,,,196974000.0,56114000.0,702000.0,,28264000.0,,17854000.0,,13116000.0,,96000.0,45850000.0,40971000.0,,,,5201000.0,,172511000.0,,,-739000.0,239000.0,-2000.0,68000.0,-13694000.0,,,54000.0
ITM,103955000.0,99632000.0,646000.0,416000.0,3262000.0,426000.0,800000.0,4440000.0,255000.0,242000.0,,3622000.0,,3622000.0,,3151000.0,3151000.0,7188000.0,19000.0,10384000.0,,97000.0,313000.0,75324000.0,55438000.0,5127000.0,5508000.0,253000.0,,45614000.0,31567000.0,5978000.0,,26445000.0,0.0,1198000.0,,,,,16352000.0,15576000.0,10405000.0,,,15442000.0,72000.0,113222000.0,,,-5229000.0,233000.0,-920000.0,1000000.0,1134000.0,,42000.0,
IZB,17542000.0,,1106000.0,,1818000.0,377000.0,-960000.0,,,,1983000.0,,1983000.0,,1590000.0,1590000.0,,33352000.0,2533000.0,115681000.0,,5000.0,,7389000.0,13107000.0,,2165000.0,,34049000.0,21646000.0,10000000.0,,36533000.0,,76337000.0,,,,,18151000.0,7321000.0,13162000.0,,3522000.0,,0.0,,,,,6431000.0,681000.0,-892000.0,2772000.0,35089000.0,312000.0,,
IZO,11021000.0,8610000.0,546000.0,447000.0,-303000.0,110000.0,78000.0,-216000.0,1000.0,30000.0,,-132000.0,,1335000.0,,1080000.0,1080000.0,3924000.0,,4861000.0,,,83000.0,10676000.0,5030000.0,5165000.0,,100000.0,162000.0,,17369000.0,8963000.0,798000.0,,7996000.0,,3181000.0,,,,,8357000.0,,,,,594000.0,,16045000.0,,513000.0,124000.0,-50000.0,455000.0,-910000.0,,,-71000.0
IZS,65916000.0,60675000.0,901000.0,2908000.0,1432000.0,253000.0,-137000.0,1822000.0,1311000.0,423000.0,,2710000.0,,2710000.0,,2202000.0,2202000.0,138660000.0,200000.0,143672000.0,45000.0,10000000.0,347000.0,273690000.0,40518000.0,0.0,23873000.0,,,277270000.0,162323000.0,65488000.0,,92906000.0,,36757000.0,,3133000.0,,,22183000.0,161337000.0,,16941000.0,,,2444000.0,140813000.0,,,50507000.0,1185000.0,-6671000.0,1730000.0,-11101000.0,,,-7377000.0
JHM,14648000.0,10008000.0,845000.0,1442000.0,3166000.0,-255000.0,261000.0,2650000.0,-8000.0,396000.0,,2795000.0,,2795000.0,,2291000.0,2291000.0,180963000.0,6000.0,169715000.0,10425000.0,,320000.0,181889000.0,157254000.0,18053000.0,,4983000.0,1114000.0,,436605000.0,328618000.0,173000000.0,,152833000.0,49860000.0,14700000.0,103329000.0,,,594000.0,56318000.0,51275000.0,,,,19023000.0,3782000.0,374269000.0,,5299000.0,75000.0,2911000.0,72000.0,-6906000.0,,,2119000.0
JSW,1678700000.0,1545600000.0,84200000.0,130200000.0,-81300000.0,36000000.0,40800000.0,-86100000.0,5700000.0,34100000.0,,-13700000.0,,-13700000.0,,38800000.0,38200000.0,10149800000.0,79900000.0,9595400000.0,,11700000.0,462800000.0,3476700000.0,549300000.0,934400000.0,832900000.0,1160100000.0,,,15647400000.0,7861800000.0,1251900000.0,,878600000.0,155800000.0,4646300000.0,265900000.0,1372200000.0,,,3546600000.0,3927400000.0,1980500000.0,1425100000.0,,,559700000.0,,14866400000.0,281900000.0,,-206200000.0,420400000.0,-319100000.0,,,115400000.0
JWC,77085000.0,58474000.0,4953000.0,4961000.0,8698000.0,2759000.0,-162000.0,11619000.0,-199000.0,8094000.0,,3326000.0,,3326000.0,,2271000.0,2271000.0,885362000.0,14621000.0,796608000.0,680000.0,36754000.0,30136000.0,606318000.0,30576000.0,55620000.0,37304000.0,123286000.0,11525000.0,,1666771000.0,655671000.0,17772000.0,77404000.0,,351428000.0,,195677000.0,,,164393000.0,493459000.0,328513000.0,156565000.0,,,170503000.0,,1696762000.0,,34162000.0,3275000.0,-926000.0,4011000.0,-33875000.0,,,17745000.0
JWW,7492000.0,,1442000.0,,2189000.0,11000.0,2000.0,2199000.0,-7000.0,37000.0,-11000.0,-2863000.0,,-2863000.0,,-2311000.0,-2227000.0,1302000.0,60000.0,1326000.0,57000.0,,398000.0,20938000.0,,5629000.0,3082000.0,1616000.0,2308000.0,,17276000.0,13100000.0,1100000.0,,5621000.0,50000.0,295000.0,,518000.0,,,38000.0,18511000.0,5113000.0,5246000.0,,,4830000.0,3322000.0,33345000.0,4720000.0,145000.0,-328000.0,158000.0,-72000.0,-22000.0,,1070000.0
K2I,15394000.0,13325000.0,,2008000.0,327000.0,33000.0,,587000.0,60000.0,,1959000.0,,1959000.0,,1491000.0,1496000.0,,22004000.0,10568000.0,6580000.0,,722000.0,17626000.0,8000.0,18462000.0,79000.0,940000.0,403000.0,8939000.0,14717000.0,2026000.0,,12419000.0,,6303000.0,,,,378000.0,7790000.0,8157000.0,2514000.0,,,2548000.0,,53291000.0,,,,-52000.0,924000.0,-262000.0,369000.0,102000.0,,,2944000.0
KAN,163684000.0,,,,21121000.0,86000.0,1193000.0,20014000.0,627000.0,6704000.0,,13937000.0,,13937000.0,,10067000.0,10067000.0,172622000.0,47624000.0,159394000.0,,180000.0,8684000.0,68954000.0,167087000.0,,279000.0,616000.0,18651000.0,23256000.0,2167000.0,79426000.0,,,140669000.0,,,,1130000.0,4922000.0,77771000.0,53577000.0,,,35534000.0,150000.0,619579000.0,,,,575000.0,1715000.0,-600000.0,6856000.0,-20000.0,,,127000.0
KBD,13055000.0,12447000.0,309000.0,677000.0,-378000.0,1374000.0,832000.0,164000.0,335000.0,258000.0,,984000.0,,984000.0,,920000.0,920000.0,106809000.0,81513000.0,,,3574000.0,75072000.0,7970000.0,27972000.0,1629000.0,1187000.0,,142893000.0,249805000.0,158830000.0,-1457000.0,13000.0,,,252000.0,,,27363000.0,24439000.0,30223000.0,2213000.0,,,2920000.0,58190000.0,,,,,4554000.0,380000.0,-3615000.0,35000.0,-23000.0,,,-1768000.0
KCH,155030000.0,155608000.0,4432000.0,1337000.0,2083000.0,-42000.0,,-654000.0,163000.0,,956000.0,,956000.0,,766000.0,766000.0,,19999000.0,10211000.0,9556000.0,128000.0,4792000.0,594000.0,148437000.0,36321000.0,100387000.0,,220000.0,,61764000.0,10145000.0,5000000.0,,0.0,,614000.0,,224000.0,,,697000.0,40105000.0,29987000.0,13318000.0,,,152000.0,,139160000.0,,6601000.0,,-216000.0,267000.0,-5613000.0,,,575000.0
KCI,2061000.0,599000.0,,,-1053000.0,6423000.0,5702000.0,-332000.0,1695000.0,30963000.0,-241000.0,930000.0,,930000.0,449000.0,449000.0,,277471000.0,323051000.0,,101275000.0,1268000.0,10811000.0,1000.0,153000.0,10376000.0,1144000.0,,32554000.0,260983000.0,57609000.0,23414000.0,374000.0,10664000.0,,,,,19675000.0,96169000.0,39554000.0,,,29000.0,4177000.0,33611000.0,,,,,296000.0,45000.0,1893000.0,0.0,-1452000.0,,,1000.0
KDM,41647000.0,26949000.0,506000.0,881000.0,13312000.0,2045000.0,443000.0,14914000.0,100000.0,-43000.0,,-1990000.0,,-1990000.0,,-2334000.0,-2343000.0,119170000.0,352000.0,79830000.0,,,68162000.0,15051000.0,49542000.0,,61165000.0,,,204133000.0,171392000.0,,,166000.0,17562000.0,,6619000.0,,,5741000.0,19564000.0,,,,,,0.0,,,,-2136000.0,1421000.0,-3863000.0,4409000.0,-1396000.0,,,-11888000.0
KER,2048250000.0,1580358000.0,242788000.0,62700000.0,162404000.0,2846000.0,,165250000.0,,32151000.0,-5342000.0,116928000.0,,116928000.0,-16529000.0,247797000.0,247303000.0,3316751000.0,759847000.0,2009365000.0,,397770000.0,220866000.0,2707314000.0,1618351000.0,915931000.0,,173032000.0,,8387000.0,8026546000.0,4550280000.0,8906000.0,,-761184000.0,13399000.0,447478000.0,,192988000.0,1687877000.0,20320000.0,184733000.0,2075805000.0,735969000.0,1315492000.0,,19361000.0,,3960769000.0,,407893000.0,61832000.0,-80084000.0,105285000.0,-123254000.0,,,-305818000.0
KGH,5468000000.0,4383000000.0,94000000.0,241000000.0,922000000.0,328000000.0,180000000.0,1070000000.0,-53000000.0,,,618000000.0,,618000000.0,,172000000.0,171000000.0,26186000000.0,2144000000.0,14731000000.0,3148000000.0,5634000000.0,529000000.0,8649000000.0,4174000000.0,2493000000.0,542000000.0,1440000000.0,,8000000.0,42781000000.0,26178000000.0,2000000000.0,,1752000000.0,218000000.0,9792000000.0,,5493000000.0,,,4990000000.0,5919000000.0,1613000000.0,1641000000.0,,,2665000000.0,,33501000000.0,549000000.0,449000000.0,-1064000000.0,795000000.0,-379000000.0,,500000000.0,88000000.0
KGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGN,125877000.0,161536000.0,823000.0,2459000.0,-38941000.0,23733000.0,3696000.0,-18904000.0,431000.0,3621000.0,,-24588000.0,,-24588000.0,0.0,75179000.0,74711000.0,1689358000.0,42123000.0,15000.0,10482000.0,780000.0,384928000.0,129440000.0,152705000.0,121598000.0,,0.0,1984531000.0,1385061000.0,252503000.0,,18184000.0,369348000.0,,133330000.0,,,368314000.0,211752000.0,108094000.0,,,22779000.0,,0.0,,,,,48563000.0,27735000.0,-37437000.0,37620000.0,66495000.0,,,-25232000.0
KMP,13791000.0,10424000.0,395000.0,1795000.0,1177000.0,236000.0,320000.0,1093000.0,-679000.0,,1546000.0,,1546000.0,,11000.0,11000.0,,66278000.0,292000.0,1251000.0,1000.0,12000.0,16472000.0,1976000.0,18727000.0,30000.0,397000.0,3272000.0,84659000.0,52080000.0,,9455000.0,,375000.0,,7779000.0,,,8517000.0,30137000.0,226000.0,,,148000.0,0.0,121244000.0,,,,,2162000.0,1179000.0,-955000.0,1201000.0,-1704000.0,,,-138000.0
KOM,465458000.0,426050000.0,22794000.0,8464000.0,8150000.0,748000.0,836000.0,8062000.0,335000.0,2057000.0,,4376000.0,,4376000.0,,3394000.0,3413000.0,98165000.0,42740000.0,68439000.0,2150000.0,1828000.0,181209000.0,99553000.0,164840000.0,3094000.0,15863000.0,4241000.0,,569631000.0,185814000.0,979000.0,76656000.0,21397000.0,28998000.0,,1987000.0,,,6589000.0,365370000.0,273189000.0,26510000.0,,958000.0,7674000.0,82827000.0,,,,23672000.0,2735000.0,-494000.0,4788000.0,33245000.0,-333000.0,410000.0,
KPD,56887000.0,46881000.0,3133000.0,6931000.0,2922000.0,37000.0,101000.0,-292000.0,57000.0,385000.0,,-620000.0,,3495000.0,,2751000.0,2751000.0,63852000.0,931000.0,63683000.0,,100000.0,2607000.0,65892000.0,33329000.0,31206000.0,52000.0,1497000.0,606000.0,,152158000.0,71061000.0,5094000.0,,65218000.0,,25416000.0,,,,,43955000.0,,,,,2733000.0,2912000.0,115325000.0,,6282000.0,1595000.0,-2490000.0,1359000.0,686000.0,,,-320000.0
KPL,25089000.0,19029000.0,,,4026000.0,1023000.0,338000.0,4711000.0,16000.0,239000.0,,4488000.0,,4488000.0,-12000.0,4022000.0,4022000.0,45092000.0,40079000.0,5841000.0,185000.0,35244000.0,34499000.0,48043000.0,122000.0,30777000.0,,795000.0,,69351000.0,65194000.0,1387000.0,-386000.0,39063000.0,-301000.0,32083000.0,2433000.0,,,7000.0,9089000.0,6553000.0,415000.0,,,204000.0,903000.0,136696000.0,,,13493000.0,1696000.0,-497000.0,558000.0,-6962000.0,,,-15488000.0
KPX,345356000.0,268601000.0,12677000.0,30810000.0,33268000.0,5050000.0,-1556000.0,39874000.0,4637000.0,8247000.0,,-8243000.0,,-8243000.0,-57128000.0,-1478255000.0,-1477994000.0,2392727000.0,17353000.0,2057000.0,20914000.0,70791000.0,1117954000.0,262324000.0,395059000.0,29656000.0,29644000.0,883000.0,3738024000.0,2599593000.0,74333000.0,-2979000.0,48827000.0,250552000.0,,108309000.0,,,26929000.0,257682000.0,,,,289345000.0,27085000.0,0.0,,,,,115238000.0,35464000.0,-21490000.0,40814000.0,-69692000.0,,108000.0,42411000.0
KRC,14381000.0,,,,1989000.0,308000.0,591000.0,3161000.0,1000.0,497000.0,,2481000.0,,2481000.0,,2086000.0,2086000.0,140881000.0,28031000.0,138085000.0,,156000.0,,19404000.0,3022000.0,,304000.0,147000.0,,95085000.0,43856000.0,1488000.0,,37946000.0,,85775000.0,,31779000.0,,3575000.0,18085000.0,3342000.0,6037000.0,,,102000.0,597000.0,96449000.0,,,19898000.0,1471000.0,-21058000.0,21058000.0,5944000.0,24000.0,,7000.0
KRI,21139000.0,,,9729000.0,11477000.0,385000.0,111000.0,15018000.0,201000.0,6208000.0,,9011000.0,,9011000.0,,10376000.0,10221000.0,75672000.0,14460000.0,23281000.0,269000.0,71601000.0,4316000.0,,98481000.0,,35745000.0,2395000.0,,658705000.0,262912000.0,,32002000.0,,36130000.0,,41056000.0,,,3408000.0,185826000.0,15064000.0,171563000.0,,,85000.0,145619000.0,,,,7884000.0,626000.0,-3347000.0,1075000.0,-8915000.0,,23000.0,49337000.0
